0 ~ 15,15 ~ 30,30 ~ 45,45 ~ 60,60 ~ 75,75 ~ 90,90 ~ 105,105 ~ 120,120 ~ 135,135 ~ 150,150 ~ 165,165 ~ 180,180 ~ 195,195 ~ 210,210 ~ 225,225 ~ 240,240 ~ 255,255 ~ 270,270 ~ 285,285 ~ 300,300 ~ 315,315 ~ 330,330 ~ 345,345 ~ 360
0,22,36,27,15,31,37,18,3,0,0,0,0,0,7,227,343,170,105,127,125,14,8,0
36,7,12,91,344,462,424,340,116,19,10,10,0,0,111,213,342,437,437,299,159,163,24,51
35,27,135,523,452,315,367,409,561,160,125,239,0,115,257,386,461,141,122,213,399,160,143,38
