x_axis,y_axis
-18.010925,115.399231
-137.674342,40.327795
-21.170078,115.399231
-24.344801,115.399231
-111.887648,57.699239
-13.35585,-103.113301
-92.06288,51.720638
-92.06288,51.720638
-138.28059,-44.495305
-83.519346,49.278039
-49.906719,55.11644
-31.456957,64.277592
-127.732529,-26.735555
-25.359575,67.305221
-6.092889,72.505792
-121.084526,-18.199359
4.724064,71.81058
18.629827,70.916848
32.809008,70.005543
44.211739,69.272682
61.99034,68.13004
-107.514608,5.622611
86.865806,66.531278
90.367767,66.306205
-101.922993,13.554845
-98.211187,17.962741
-93.465955,23.597864
-79.040379,39.841849
-73.832947,43.541994
-49.657469,55.141643
-22.801386,64.23976
5.041006,66.048736
29.689683,64.539232
31.870055,64.405704
45.146676,63.592634
4.541884,-76.781477
-71.126664,-120.923142
-69.048882,-120.923142
67.340157,62.233488
76.301484,61.68469
87.375792,61.00649
30.266752,-55.357028
24.811482,-114.579803
21.547013,-112.700356
47.648478,-56.646088
65.38747,-55.646105
72.109196,-54.275264
87.187599,-53.755976
18.319501,-108.565191
-108.848536,81.920044
-86.924506,90.269887
-63.44254,89.859461
-60.107361,89.791755
-50.058503,89.587755
16.096456,-100.903542
-23.121191,89.040906
-23.121191,89.040906
11.626486,-91.450524
11.723261,88.333535
15.110896,88.264763
75.916395,-116.399749
75.75774,-116.399749
75.580115,-116.399749
75.418193,-116.399749
75.258314,-116.399749
32.390155,87.913981
53.552163,87.484375
60.278996,87.347815
-4.38351,-73.868962
75.177136,-116.4288
-32.660202,-63.335981
75.169672,-116.4288
75.162301,-116.4288
75.154774,-116.4288
-46.379928,-63.237998
75.147442,-116.4288
75.139839,-116.4288
75.132398,-116.4288
75.125057,-116.4288
-26.443261,-121.02738
75.117833,-116.4288
75.110379,-116.4288
75.10283,-116.4288
75.094819,-116.4288
75.087142,-116.4288
-70.57098,-63.065233
74.728185,-116.4288
74.384178,-116.4288
-20.11826,-121.0295
74.040479,-116.4288
-18.346477,-121.0295
-83.924905,-62.969863
-17.397742,-121.0295
-16.535886,-121.0295
-15.639909,-121.0295
-91.818186,-62.913492
103.533796,101.521746
70.782162,99.04483
70.782162,99.04483
62.776204,98.439361
41.963231,96.865333
25.607762,95.628414
21.592645,95.324762
9.421124,94.404263
-11.015326,92.858711
-11.015326,92.858711
-27.361462,91.622498
-52.346296,89.732963
-56.523358,89.417064
-93.225523,-110.432473
-73.915314,-109.847008
-59.162928,-109.399732
-25.098497,-108.366935
-25.098497,-108.366935
-5.638136,-107.776917
17.788486,-107.066647
17.788486,-107.066647
64.730922,-105.643402
-102.443577,-104.276767
-72.921696,-103.476568
-62.262466,-103.187647
-25.326736,-102.186494
-20.150999,-102.046205
-14.873444,-101.903155
14.423414,-101.109056
19.882204,-100.961094
30.660269,-100.668952
63.511347,-99.778514
-106.469326,-100.281692
-74.496921,-97.887005
-69.378156,-97.503617
-64.651365,-97.149587
-45.728938,-95.732324
-26.80105,-94.314652
-23.593334,-94.074399
-5.145017,-92.692646
10.956816,-91.486642
10.956816,-91.486642
27.433526,-90.25256
49.850136,-88.573587
56.875323,-88.047411
-84.292009,-115.529923
-76.159957,-115.529923
-73.476544,-115.529923
-57.31255,-115.529923
-54.725914,-115.529923
-28.274413,-115.529923
-25.579231,-115.529923
-23.047498,-115.529923
16.422441,-115.529923
19.036109,-115.529923
19.036109,-115.529923
21.567227,-115.529923
24.361632,-115.529923
83.923997,-115.529923
-72.493852,-118.850183
-69.171669,-118.850183
-46.386392,-118.850183
-43.350929,-118.850183
-40.592609,-118.850183
-29.019868,-118.850183
-29.019868,-118.850183
-26.094863,-118.850183
-20.207732,-118.850183
7.669738,-106.095418
13.711996,-103.330906
23.03493,-98.331341
23.03493,-98.331341
45.802936,-82.637033
48.665411,-80.663888
60.626429,-73.280008
77.854964,-61.958307
86.61624,-56.200851
108.197015,92.181137
85.190762,91.697903
64.320267,91.259529
62.122533,91.213366
48.597966,90.92929
23.258712,90.397052
23.258712,90.397052
71.688826,121.392525
69.425595,121.392525
-10.214355,89.693968
-12.595953,89.643943
28.017967,121.394101
25.656461,121.394101
-101.740348,-104.491082
-31.292683,89.251228
16.200046,121.394101
13.822635,121.394101
-53.575217,88.783195
-71.867259,-103.677882
-60.502047,88.637701
-63.394404,-103.447235
-20.412353,121.394101
-22.83411,121.394101
-27.223394,-102.462593
-20.983542,-102.292733
-14.766421,-102.123491
12.953762,-101.368896
21.765007,-101.129038
61.831687,-100.038349
-75.307095,-117.150104
-71.953096,-117.150104
-52.094127,-117.150104
-48.829855,-117.150104
105.66221,99.225972
-28.982797,-117.150104
-25.842909,-117.150104
-22.350815,-117.150104
67.64021,98.292779
62.048903,98.155549
17.318059,-117.150104
20.698596,-117.150104
24.029202,-117.150104
27.352807,-117.150104
39.188833,97.594483
93.004073,114.374511
90.562244,114.374511
26.069374,97.272485
87.804131,114.374511
85.364607,114.374511
82.615437,114.374511
18.333507,97.08262
80.195232,114.374511
77.431147,114.374511
74.894091,114.374511
74.894091,114.374511
10.378508,96.887377
58.877459,114.374511
55.943327,114.374511
-13.586283,96.299197
-18.651179,96.174887
-23.837243,98.227571
27.738523,112.381058
25.403528,112.373874
69.924649,118.350743
-17.001726,113.048493
-19.449177,114.05694
28.066315,120.299645
25.667362,120.299645
20.217287,117.72218
-76.864125,111.779378
-19.722174,111.742822
-22.929347,112.221407
-108.45707,94.106443
-85.421487,93.600573
-71.545104,101.671093
-47.703814,119.142989
-46.500071,119.142989
-45.319185,119.142989
-44.167981,119.142989
-43.988561,119.142989
-43.804494,119.142989
-43.621085,119.142989
-43.435481,119.142989
-43.25449,119.142989
-43.076182,119.142989
-42.900234,119.142989
-42.717334,119.142989
-42.533193,119.142989
-42.357463,119.142989
-42.171225,119.142989
-41.989407,119.142989
-41.808298,119.142989
-41.230205,119.184711
-40.653901,119.184711
-40.075773,119.184711
-39.475903,119.184711
-38.919541,119.184711
-38.352531,119.184711
-37.79682,119.184711
-37.239245,119.184711
-98.126923,-107.21181
-36.663454,119.184711
-36.092785,119.184711
-35.520861,119.184711
-34.962327,119.184711
-34.395904,119.184711
-30.015002,117.655252
-72.203741,-105.172184
-26.878381,116.204398
-59.468011,-105.431073
-22.21208,114.045986
-7.464786,106.203052
-25.491118,-116.800409
-16.817841,-120.569567
12.198061,93.182716
12.198061,93.182716
22.097412,-120.570553
144.311332,-11.499538
91.423341,114.172635
89.405486,114.174947
36.586674,73.642342
44.014924,65.31376
125.432227,-25.48782
117.672265,-32.118853
60.873481,53.72897
67.913211,50.851168
87.065664,114.239775
86.450181,114.244554
83.183287,47.765576
92.20742,-54.444335
77.564035,114.183873
75.732751,114.183873
75.732751,114.183873
73.782238,114.183873
73.782238,114.183873
-70.417153,-121.198447
86.921019,-58.038283
-67.71141,-121.198447
82.580156,-60.357904
101.315812,25.850119
104.356455,21.519389
60.46046,114.183873
58.545579,114.183873
56.6345,114.183873
55.152149,-72.378683
55.152149,-72.378683
-26.28561,-121.201525
-18.411611,-121.201525
-15.716515,-121.201525
29.330018,114.183873
-142.995115,-14.013706
27.411164,114.183873
27.411164,114.183873
25.512934,114.183873
24.391175,-69.297644
-127.199384,1.157849
-15.233199,114.21732
-17.242022,114.21732
-17.242022,114.21732
-20.760515,114.21732
-111.761566,18.819581
-110.797986,19.775103
-99.404526,30.301368
-60.427663,114.21732
-74.129119,114.21732
-76.277063,114.21732
-78.036116,114.21732
-79.809452,114.21732
-83.538771,114.085747
-78.581766,45.653711
-78.581766,45.653711
-53.024301,58.664083
-38.583688,64.037125
-21.813668,63.915695
73.946175,118.040854
72.224371,118.040854
50.44566,118.040854
48.706229,118.040854
46.925758,118.040854
5.108597,64.352575
91.045197,115.039183
89.997353,115.039183
88.933915,115.039183
88.038167,115.039183
87.123472,115.039183
86.21725,115.039183
85.112658,115.039183
84.228088,115.039183
83.353253,115.039183
82.313201,115.039183
81.226361,115.039183
29.216797,57.82385
80.342413,115.039183
79.399734,115.039183
78.390314,115.039183
76.479586,115.039183
75.588543,115.039183
74.716878,115.039183
51.978961,50.411496
54.439553,50.056434
55.903383,114.711953
67.573753,49.629332
83.293925,49.632512
27.351072,112.307485
25.599213,112.159956
70.924791,117.826094
-15.447663,108.703287
-17.176604,108.557688
48.252887,117.045879
25.93896,116.277982
-63.973566,104.616788
21.683334,116.131532
-20.172468,114.691134
-24.869392,114.529497
-75.835896,115.942936
-74.411791,115.942936
-56.631091,115.942936
-55.745896,115.942936
-54.736784,115.942936
-53.88334,115.942936
72.262941,120.858578
71.30416,120.858578
70.341696,120.858578
27.860352,120.858578
27.23616,120.858578
26.411591,120.858578
-106.6743,-96.753003
-78.114266,-96.08759
-66.631445,-95.820054
-64.356584,-95.767053
-45.023145,-95.316608
-26.391087,-117.51636
-17.621695,-120.837819
-16.227068,-120.838876
0.51104,-106.355329
12.943079,-95.675206
14.398361,-94.310214
36.191885,-71.984229
53.748969,-47.85305
65.588053,-32.211512
71.59928,-24.26961
80.932486,-16.615211
94.477057,-4.684324
-106.417269,-97.777598
90.935862,-115.085456
90.079904,-115.085456
89.257517,-115.085456
89.146639,-115.085456
89.027074,-115.085456
88.898489,-115.085456
88.78917,-115.085456
88.658387,-115.085456
88.530091,-115.085456
88.413917,-115.085456
88.300433,-115.085456
88.193508,-115.085456
88.080917,-115.085456
87.972782,-115.085456
87.86413,-115.085456
87.753614,-115.085456
-74.46067,-97.016635
87.638994,-115.085456
87.532723,-115.085456
87.426022,-115.085456
87.317245,-115.085456
87.191266,-115.085456
-72.767452,-112.197868
83.403312,-115.111368
82.991018,-115.111368
82.509019,-115.111368
82.023424,-115.111368
-71.629399,-120.648461
81.483526,-115.111368
-71.376804,-120.648461
80.957202,-115.111368
-71.174125,-120.648461
80.534884,-115.111368
-70.966815,-120.648461
80.102916,-115.111368
-70.73459,-120.648461
79.619035,-115.111368
79.11756,-115.111368
78.596415,-115.111368
78.183583,-115.111368
76.869294,-115.111368
76.464292,-115.111368
75.969742,-115.111368
75.336218,-115.111368
74.790328,-115.111368
17.928514,120.913877
17.545414,120.914016
17.379049,120.914016
17.210605,120.914016
17.036799,120.914016
58.528217,-115.111368
16.858276,120.914016
58.043955,-115.111368
16.684564,120.914187
57.448155,-115.111368
56.965084,-115.111368
56.867595,-115.111368
56.767879,-115.111368
56.682481,-115.111368
56.598907,-115.111368
56.515464,-115.111368
56.412317,-115.111368
56.327595,-115.111368
56.244521,-115.111368
56.158768,-115.111368
56.065235,-115.111368
70.221574,121.162028
