x_axis,y_axis
2.917406,-77.344722
15.994813,-76.46688
63.849387,88.219115
34.478812,-72.956925
59.444225,88.133385
43.048218,-68.620638
51.906484,87.98669
66.836202,-62.782854
77.223872,-62.143767
25.234491,87.467618
22.217322,87.4089
87.066266,-61.538227
-8.435353,86.812358
-12.695156,86.729457
-36.332873,86.269435
-49.899404,86.005413
-58.75971,85.832979
73.383372,-116.726507
54.981822,-116.726507
51.968159,-116.726507
29.449396,-116.782429
26.019678,-116.782429
22.480242,-116.782429
-116.862847,-73.845971
-20.487394,-116.268835
-24.740716,-116.118869
-115.494283,-53.652934
-109.747187,-26.906119
-109.747187,-26.906119
-104.128641,-15.557018
-91.063169,8.949673
-90.390642,9.960905
-71.76473,32.105925
-58.932834,44.215399
-50.267966,51.859327
-23.045713,63.923098
3.386235,67.793611
24.109835,66.506524
29.907799,66.146428
43.454103,65.305103
64.997094,63.967125
76.573045,63.248174
87.691636,62.557628
-103.7038,-100.09727
-67.916925,-99.202514
-69.516049,120.001839
-61.606764,-99.044745
-40.749022,120.001839
-36.812121,120.001839
-35.109424,-98.38225
-24.081053,119.999066
-20.227583,119.999066
-25.387603,-98.139182
-16.325409,119.999066
-19.195203,-97.984357
-12.175655,-97.808852
20.435347,119.999066
24.456575,119.999066
16.087586,-100.872237
36.467163,119.999066
40.381734,119.999066
21.94304,-103.186765
71.832776,105.258541
84.380518,92.591662
105.223644,72.566645
72.136991,113.187962
53.21342,112.581645
24.875868,111.673699
22.519429,111.598198
-20.184724,110.229942
-20.184724,110.229942
-109.890797,-92.398589
-74.622032,108.485752
-85.286101,-91.879554
-64.073662,-91.432078
-64.073662,-91.432078
-49.598774,-91.126731
-23.426962,-90.574637
-23.426962,-90.574637
-72.056039,-119.432024
-70.37864,-119.432024
-45.60531,-119.432509
-43.777913,-119.432509
10.177934,-89.865743
-41.915992,-119.432509
12.203827,-89.823007
-39.89178,-119.432509
-37.784067,-119.432509
-35.860026,-119.432509
-33.939928,-119.432509
-32.04676,-119.432509
-28.137611,-119.432509
-26.26843,-119.432509
29.461223,-89.458962
-20.550693,-119.432509
-18.656351,-119.432509
51.883667,-88.985961
59.937824,-88.816059
19.806705,-119.432509
21.82082,-119.432509
31.565477,-119.432509
33.450939,-119.432509
35.27744,-119.432509
37.28861,-119.432509
39.297231,-119.432509
41.049863,-119.433297
42.821473,-119.433297
44.811888,-119.433297
-109.698017,-94.065005
-85.512045,-93.534699
-65.754878,-93.1015
-65.754878,-93.1015
-46.108213,-92.670723
-25.634632,-92.221816
-21.497305,-92.1311
11.292896,-91.412136
11.292896,-91.412136
27.825994,-91.049628
52.472569,-90.509223
60.71331,-90.328535
